time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,11,5,0,0
2026-05-31 00:00:00+00:00,30,12,1,1
2026-06-01 00:00:00+00:00,19,7,0,0
2026-06-02 00:00:00+00:00,26,12,7,6
2026-06-03 00:00:00+00:00,19,9,0,0
2026-06-04 00:00:00+00:00,23,9,0,0
2026-06-05 00:00:00+00:00,19,9,0,0
2026-06-06 00:00:00+00:00,17,6,0,0
2026-06-07 00:00:00+00:00,17,7,2,1
2026-06-08 00:00:00+00:00,10,5,0,0
2026-06-09 00:00:00+00:00,15,7,0,0
2026-06-10 00:00:00+00:00,13,7,0,0
2026-06-11 00:00:00+00:00,12,6,0,0
2026-06-12 00:00:00+00:00,25,11,0,0
